<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VHM,20180613,94.40,94.72,94.08,94.40,289590
VHM,20180612,96.00,96.00,93.60,94.40,816310
VHM,20180611,96.64,96.64,95.20,96.00,425790
VHM,20180608,96.00,96.72,94.00,96.00,462940
VHM,20180607,97.60,97.60,89.28,96.00,1167210
VHM,20180606,94.00,96.72,93.60,96.00,712230
VHM,20180605,94.32,95.20,93.60,94.40,1229890
VHM,20180604,92.80,94.32,92.40,94.32,1762630
VHM,20180601,92.08,94.00,91.60,93.20,814870
VHM,20180531,93.60,94.00,92.08,92.08,1178690
VHM,20180530,92.80,93.60,90.40,93.60,2448260
VHM,20180529,93.60,93.76,90.48,92.80,884320
VHM,20180528,88.80,94.40,88.80,93.60,2944740
VHM,20180525,91.84,95.92,91.60,94.00,1749720
VHM,20180524,88.64,91.84,88.08,91.60,1937240
VHM,20180523,91.60,91.60,88.00,88.24,4839580
VHM,20180522,94.56,94.56,94.56,94.56,20
VHM,20180517,88.40,88.40,88.40,88.40,18000
