<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
NVL,20180201,60.99,61.53,60.99,61.37,2385420
NVL,20180131,60.69,61.60,60.31,61.30,2390060
NVL,20180130,61.37,61.83,59.46,61.07,2230100
NVL,20180129,64.19,64.81,61.68,61.83,2508670
NVL,20180126,64.43,64.89,64.12,64.50,2454710
NVL,20180125,64.28,65.35,64.20,64.58,2357070
NVL,20180122,61.76,63.82,61.53,63.82,2169410
NVL,20180119,60.23,61.52,59.84,61.53,2105670
NVL,20180118,60.00,60.08,57.64,59.92,2119180
NVL,20180117,59.93,60.23,58.10,59.47,1993570
NVL,20180116,59.54,60.76,58.01,59.47,1643790
NVL,20180115,58.02,59.55,57.64,59.54,1626690
NVL,20180112,57.78,58.09,57.33,57.79,1531690
NVL,20180111,56.11,57.79,55.73,57.25,1407430
NVL,20180110,54.73,56.49,54.65,55.73,1788010
NVL,20180109,52.90,55.57,52.90,54.96,1585810
NVL,20180108,51.91,53.28,51.91,53.13,1153370
NVL,20180105,51.45,52.21,51.14,52.06,1082960
NVL,20180104,51.07,51.68,50.38,51.60,1130450
NVL,20180103,50.00,51.15,50.00,51.07,883360
NVL,20180102,49.69,50.15,49.69,50.00,355760
NVL,20171229,48.55,50.76,48.40,49.69,563250
NVL,20171228,47.71,48.70,47.71,48.32,333000
NVL,20171227,47.18,47.71,47.03,47.71,218140
NVL,20171226,47.02,47.40,46.94,47.18,184580
NVL,20171225,46.95,47.03,46.57,47.02,204970
NVL,20171222,46.56,46.95,46.56,46.95,731720
NVL,20171221,47.03,47.26,46.87,46.87,351460
NVL,20171220,46.95,47.18,46.80,46.95,447540
NVL,20171219,47.25,47.63,46.94,46.95,653590
NVL,20171218,47.33,47.63,47.02,47.02,447840
NVL,20171215,47.02,47.48,47.02,47.25,1619170
NVL,20171214,47.56,47.56,46.72,47.02,632360
NVL,20171213,47.71,47.71,47.02,47.56,613480
NVL,20171212,46.95,47.71,46.57,47.71,672810
NVL,20171211,47.64,47.64,46.87,46.95,1286680
NVL,20171208,47.18,47.79,47.10,47.56,1197400
NVL,20171207,46.87,47.63,46.64,46.95,1296410
NVL,20171206,47.02,47.02,46.64,46.64,582970
NVL,20171205,47.18,47.33,46.72,46.79,575670
NVL,20171204,47.33,47.33,46.95,46.95,779840
NVL,20171201,47.25,47.40,47.02,47.10,668490
NVL,20171130,47.79,47.94,47.03,47.02,907350
NVL,20171129,47.25,48.17,47.25,47.56,612660
NVL,20171128,46.34,48.10,46.34,47.25,1947510
NVL,20171127,45.73,46.57,45.65,46.34,1873100
NVL,20171124,45.88,45.88,45.57,45.73,1807370
NVL,20171123,46.26,46.56,45.87,45.88,1793740
NVL,20171122,45.57,46.33,45.49,46.18,1909080
NVL,20171121,45.65,45.88,45.34,45.57,1890200
NVL,20171120,46.41,46.41,45.42,45.65,1807530
NVL,20171117,46.49,46.87,46.26,46.41,1493820
NVL,20171116,46.34,46.87,46.26,46.49,1270570
NVL,20171115,46.34,46.42,46.11,46.34,1533010
NVL,20171114,46.41,46.49,46.10,46.34,1474510
NVL,20171113,46.41,46.56,46.33,46.41,1576500
NVL,20171110,46.11,46.42,45.65,46.41,1636470
NVL,20171109,46.56,46.56,45.72,46.11,1619350
NVL,20171108,46.72,46.80,45.04,46.56,1593680
NVL,20171107,46.87,46.95,46.64,46.72,1638960
NVL,20171106,46.95,47.10,46.80,46.87,1536860
NVL,20171103,47.18,47.33,46.87,46.95,1575050
NVL,20171102,46.41,47.71,46.26,47.18,1756250
NVL,20171101,46.41,46.57,46.18,46.41,1188120
NVL,20171031,46.56,46.64,46.33,46.49,1286360
NVL,20171030,46.56,46.71,46.48,46.56,1525520
NVL,20171027,46.34,46.57,46.11,46.56,1492140
NVL,20171026,46.41,46.41,45.88,46.34,1037620
NVL,20171025,46.95,47.03,46.03,46.41,1163860
NVL,20171024,47.02,47.10,46.71,46.95,1383120
NVL,20171023,47.48,47.56,46.49,47.02,1596060
NVL,20171020,48.02,48.10,47.18,47.48,1659810
NVL,20171019,47.94,48.55,47.79,48.02,1793200
NVL,20171018,48.17,48.25,47.79,47.79,1560500
NVL,20171017,47.94,48.70,47.86,48.17,1567020
NVL,20171016,47.10,48.47,47.10,47.94,1540200
NVL,20171013,47.02,47.10,46.87,47.10,1537510
NVL,20171012,46.95,47.18,46.80,47.02,1539590
NVL,20171011,46.87,47.02,46.79,46.95,1680050
NVL,20171010,46.87,46.95,46.72,46.87,1696610
NVL,20171009,46.87,47.02,46.79,46.87,1541630
NVL,20171006,46.87,47.02,46.72,46.87,1601350
NVL,20171005,46.87,47.02,46.72,46.87,1510080
NVL,20171004,46.87,47.02,46.72,46.87,1615410
NVL,20171003,46.95,47.10,46.72,46.87,1912970
NVL,20171002,46.95,47.41,46.95,46.95,1605810
NVL,20170929,46.87,47.71,46.87,46.95,1875670
NVL,20170928,46.87,47.18,46.79,46.87,1965890
NVL,20170927,46.87,47.10,46.64,46.87,1905590
NVL,20170926,46.95,47.26,46.64,46.87,2066050
NVL,20170925,47.02,47.02,46.64,46.95,1914150
NVL,20170922,47.10,47.18,46.72,47.02,1873610
NVL,20170921,47.18,47.33,46.87,47.10,1966440
NVL,20170920,47.25,47.40,46.79,47.18,1923410
NVL,20170919,47.32,47.55,47.25,47.25,1938300
NVL,20170918,48.47,48.47,47.18,47.40,1919620
NVL,20170915,46.03,48.78,45.72,48.78,2624870
NVL,20170914,45.80,46.03,45.34,46.03,1853780
NVL,20170913,46.41,46.41,45.57,45.80,2057550
NVL,20170912,45.72,47.17,45.42,46.41,2009460
NVL,20170911,45.65,45.80,45.19,45.80,1670770
NVL,20170908,45.72,45.80,45.04,45.80,1761420
NVL,20170907,45.95,45.95,45.03,45.80,2046020
NVL,20170906,45.87,45.95,44.81,45.95,2194100
NVL,20170905,46.03,46.03,44.58,45.95,2253620
NVL,20170901,45.95,46.03,45.49,46.03,1962880
NVL,20170831,45.88,46.11,44.89,45.95,2004400
NVL,20170830,45.88,45.88,44.96,45.88,1801580
NVL,20170829,46.64,46.64,45.42,45.88,1764370
NVL,20170828,47.25,47.25,46.33,46.64,1935460
NVL,20170825,47.79,47.79,46.64,47.25,1882130
NVL,20170824,47.94,48.25,47.63,47.79,1755350
NVL,20170823,46.80,47.94,46.72,47.94,1808320
NVL,20170822,46.72,46.87,46.49,46.72,1530980
NVL,20170821,47.33,47.33,46.64,46.72,1770200
NVL,20170818,47.25,47.33,47.10,47.33,1842460
NVL,20170817,47.40,47.40,47.17,47.25,1951410
NVL,20170816,47.33,47.41,46.57,47.40,1814100
