<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VRE,20181106,30.11,30.11,29.43,29.53,923790
VRE,20181105,28.65,30.01,28.46,29.82,1589870
VRE,20181102,28.46,29.19,28.46,28.80,1679450
VRE,20181101,29.10,29.19,28.42,28.41,1140990
VRE,20181031,28.14,28.91,27.94,28.95,3496330
VRE,20181030,27.91,28.35,27.35,27.36,1240750
VRE,20181029,27.75,29.69,27.59,27.91,1049850
VRE,20181026,28.79,28.82,27.75,27.75,1463430
VRE,20181025,27.11,28.70,27.11,28.23,1559370
VRE,20181024,29.02,29.58,28.71,28.70,1032200
VRE,20181023,29.50,29.74,28.55,29.34,1449810
VRE,20181022,29.82,30.37,29.74,29.74,1688340
VRE,20181019,29.14,29.42,29.02,29.38,1825750
VRE,20181018,29.81,30.01,29.33,29.46,845260
VRE,20181017,30.13,30.13,29.74,29.81,693600
VRE,20181016,29.50,29.58,29.18,29.50,926630
VRE,20181015,30.17,30.21,29.18,29.18,1300920
VRE,20181012,29.50,30.41,29.03,30.17,1991280
VRE,20181011,30.93,30.93,29.58,29.66,2931770
VRE,20181010,31.32,31.72,31.08,31.72,1202700
VRE,20181009,31.32,31.64,31.16,31.16,1084660
VRE,20181008,32.11,32.27,31.16,31.16,1896850
VRE,20181005,32.83,33.07,32.36,32.51,1852510
VRE,20181004,32.91,33.19,32.83,33.07,910650
VRE,20181003,32.11,33.22,32.11,32.91,1245730
VRE,20181002,32.51,32.67,32.11,32.11,1605930
VRE,20181001,32.74,33.62,32.31,32.31,3307360
VRE,20180928,32.51,33.22,32.23,33.22,4333370
VRE,20180927,32.35,33.06,32.31,32.51,3614170
VRE,20180926,31.56,32.71,31.32,32.31,3416900
VRE,20180925,31.24,31.68,30.92,31.60,2167430
VRE,20180924,30.29,31.32,30.21,31.32,2168720
VRE,20180921,29.89,30.36,29.89,30.01,6783680
VRE,20180920,29.34,29.82,29.34,29.77,838620
VRE,20180919,29.34,30.13,29.02,29.34,2059670
VRE,20180918,29.42,29.42,29.18,29.34,1170780
VRE,20180917,29.97,30.01,29.45,29.50,840080
VRE,20180914,29.89,30.13,29.65,30.01,780380
VRE,20180913,30.05,30.21,29.73,29.89,605180
VRE,20180912,30.37,30.61,29.93,30.05,1076040
VRE,20180911,29.97,30.52,29.85,30.37,1343810
VRE,20180910,29.89,30.01,29.33,29.93,1093140
VRE,20180907,28.98,29.89,28.98,29.85,1606460
VRE,20180906,29.34,29.58,28.98,28.98,1220580
VRE,20180905,29.97,30.13,29.18,29.18,1870870
VRE,20180904,31.12,31.28,30.05,30.05,2123050
VRE,20180831,31.64,31.64,31.20,31.20,1535530
VRE,20180830,31.32,31.68,31.32,31.68,943930
VRE,20180829,31.72,31.72,31.32,31.40,1666850
VRE,20180828,31.87,32.11,31.71,31.76,1338450
VRE,20180827,32.47,32.51,32.03,32.11,1020030
VRE,20180824,32.39,32.82,32.19,32.27,1522280
VRE,20180823,31.72,32.67,31.64,32.19,1373150
VRE,20180822,31.72,31.91,31.56,31.68,883960
VRE,20180821,31.32,31.48,31.12,31.32,1032810
VRE,20180820,31.52,31.72,31.32,31.32,758030
VRE,20180817,31.72,32.08,31.56,31.60,632150
VRE,20180816,31.36,31.76,31.36,31.72,1346100
VRE,20180815,32.11,32.19,31.55,31.56,865720
VRE,20180814,32.12,32.36,31.84,32.03,1299900
VRE,20180813,31.72,32.08,31.32,31.88,1104860
VRE,20180810,32.39,32.67,31.68,31.88,1402470
VRE,20180809,33.42,33.66,32.39,32.51,1384190
VRE,20180808,33.30,33.82,33.10,33.42,1362870
VRE,20180807,33.22,33.70,33.14,33.30,1033000
VRE,20180806,33.07,34.02,32.99,33.30,1858550
VRE,20180803,32.20,33.62,31.92,32.91,2372910
VRE,20180802,32.47,32.47,31.68,31.76,737700
VRE,20180801,32.19,32.51,32.11,32.27,858810
VRE,20180731,31.56,33.15,31.48,32.19,1817460
VRE,20180730,31.71,31.79,31.32,31.56,789770
VRE,20180727,32.20,32.36,31.09,31.08,854230
VRE,20180726,32.51,32.51,31.60,31.80,1817100
VRE,20180725,33.03,33.07,32.51,32.51,903410
VRE,20180724,32.74,33.30,32.74,33.03,741670
VRE,20180723,32.90,33.93,32.51,33.18,823830
VRE,20180720,33.31,33.70,32.67,33.30,2968820
VRE,20180719,34.02,34.10,32.67,34.10,1913300
VRE,20180718,32.51,34.13,32.51,34.10,2647250
VRE,20180717,30.21,32.03,29.89,32.03,1512280
VRE,20180716,29.34,30.21,28.90,29.97,1164760
VRE,20180713,28.94,29.10,28.82,28.94,614740
VRE,20180712,28.31,29.18,28.31,28.94,870620
VRE,20180711,28.42,28.70,27.75,28.31,1002400
VRE,20180710,29.26,29.70,28.78,28.78,572200
VRE,20180709,28.94,30.09,28.94,29.26,666540
VRE,20180706,28.86,29.97,28.58,28.94,1038790
VRE,20180705,30.13,30.53,28.79,29.85,640760
VRE,20180704,30.05,30.77,29.34,30.61,928320
VRE,20180703,30.33,30.69,29.42,30.37,1347510
VRE,20180702,30.93,30.93,29.66,30.69,1154150
VRE,20180629,30.53,30.96,29.97,30.77,1982580
