<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ROS,20180507,78.40,78.40,78.30,78.40,349370
ROS,20180504,73.30,73.30,73.30,73.30,196010
ROS,20180503,68.25,69.41,68.25,68.58,666500
ROS,20180502,72.50,72.50,67.84,67.83,568690
ROS,20180427,67.92,71.67,67.25,71.67,857740
ROS,20180426,67.00,68.75,67.00,67.00,722880
ROS,20180424,66.67,70.83,65.00,66.75,640010
ROS,20180423,73.75,74.09,69.50,69.50,1017950
ROS,20180420,74.58,74.58,68.42,74.42,971280
ROS,20180419,80.00,80.84,73.00,73.00,1399230
ROS,20180418,83.75,85.00,78.17,78.17,1367980
ROS,20180417,83.33,85.75,83.33,83.75,1748370
ROS,20180416,87.50,87.50,83.00,83.50,1601280
ROS,20180413,84.16,89.16,84.08,89.17,1363620
ROS,20180412,83.33,87.41,83.08,83.33,1257760
ROS,20180411,89.83,93.33,89.33,89.33,2036090
ROS,20180410,102.33,103.66,95.25,96.00,1573360
ROS,20180409,110.00,111.25,102.33,102.33,1673050
ROS,20180406,105.33,110.00,105.25,110.00,1128430
ROS,20180405,108.33,113.33,104.67,105.00,1837360
ROS,20180404,112.50,115.00,112.09,112.50,824420
ROS,20180403,120.41,120.66,111.91,112.17,1383440
ROS,20180402,112.83,120.33,104.67,120.33,2003890
ROS,20180330,112.50,114.17,108.42,112.50,1041450
ROS,20180329,120.25,120.75,111.83,112.25,1261850
ROS,20180328,120.00,121.67,113.33,120.25,1065280
ROS,20180327,118.75,120.83,118.58,120.00,912040
ROS,20180326,114.08,118.33,105.83,118.33,1111460
ROS,20180323,121.00,121.00,112.58,112.58,1355400
ROS,20180322,123.33,129.16,120.75,121.00,1266230
ROS,20180321,115.84,129.84,113.00,129.83,1694630
ROS,20180320,121.42,121.42,121.33,121.42,526180
ROS,20180319,113.50,113.50,113.50,113.50,502840
ROS,20180316,114.83,114.83,106.08,106.08,1615100
ROS,20180315,115.00,115.25,113.75,114.00,1059830
ROS,20180314,115.75,115.83,110.83,115.00,1096980
ROS,20180313,115.50,115.83,112.92,115.50,1043120
ROS,20180312,115.58,115.83,113.33,115.50,963740
ROS,20180309,115.17,116.67,113.34,115.58,1027590
ROS,20180308,116.58,116.66,111.66,114.92,787690
ROS,20180307,112.50,119.58,112.33,115.83,823240
ROS,20180306,116.50,116.58,108.33,112.50,814300
ROS,20180305,118.25,118.33,113.00,115.83,863930
ROS,20180302,117.92,118.25,116.42,116.83,925640
ROS,20180301,118.25,118.25,114.50,116.50,1277230
ROS,20180228,120.00,121.58,114.33,114.33,1156050
ROS,20180227,121.67,122.08,114.17,120.33,895400
ROS,20180226,119.58,121.41,119.58,120.25,929370
ROS,20180223,120.83,120.83,112.50,118.58,1019990
ROS,20180222,116.67,120.75,116.67,118.25,1031220
ROS,20180221,124.58,126.58,116.66,116.67,872880
ROS,20180213,120.83,126.75,119.42,124.33,677990
ROS,20180212,119.83,125.00,119.83,125.00,1416570
ROS,20180209,127.50,127.50,119.34,119.58,1001880
ROS,20180208,135.08,135.08,126.08,127.92,885130
ROS,20180207,120.83,135.08,120.83,135.08,1066010
ROS,20180206,126.25,135.00,126.25,126.25,727110
ROS,20180205,134.17,135.83,134.17,135.75,1440440
ROS,20180202,137.17,137.17,133.42,135.00,1000300
ROS,20180201,140.00,140.00,135.58,137.17,1232480
ROS,20180131,135.91,145.33,135.91,145.33,1183140
ROS,20180130,137.50,137.50,134.25,135.83,889760
ROS,20180129,137.50,138.34,136.25,137.92,1094810
ROS,20180126,135.83,141.66,135.08,136.67,1241340
ROS,20180125,135.83,135.91,133.41,135.83,1269630
ROS,20180122,140.41,140.91,139.00,140.83,1166160
ROS,20180119,138.83,139.91,138.83,139.83,3987020
ROS,20180118,137.91,138.66,137.58,138.58,1426430
ROS,20180117,135.67,137.50,135.67,137.33,1613900
ROS,20180116,133.34,137.42,133.34,135.42,1388090
ROS,20180115,137.50,138.34,136.59,138.17,1196450
ROS,20180112,137.42,138.17,137.17,138.17,1233200
ROS,20180111,135.67,137.00,135.67,136.92,1203100
ROS,20180110,140.92,141.75,134.17,135.42,1707050
ROS,20180109,139.58,140.75,139.58,140.67,1082790
ROS,20180108,138.33,139.58,134.16,139.33,1027000
ROS,20180105,137.92,138.34,137.00,138.08,1418070
ROS,20180104,137.50,137.50,135.25,136.67,1113190
ROS,20180103,140.83,140.83,133.33,135.00,1282380
ROS,20180102,143.75,148.34,140.84,141.25,3270050
ROS,20171229,143.25,151.42,141.92,151.42,2090700
ROS,20171228,140.84,141.92,139.50,141.67,1591090
ROS,20171227,137.92,139.92,137.92,139.42,1592080
ROS,20171226,137.08,138.00,136.25,137.92,1813750
ROS,20171225,135.00,136.33,135.00,136.25,1452740
ROS,20171222,133.66,135.25,133.66,135.00,1448030
ROS,20171221,139.58,141.91,133.41,133.58,3317280
ROS,20171220,130.50,139.58,130.50,139.58,1732620
ROS,20171219,130.50,130.50,129.33,130.50,1747490
ROS,20171218,121.66,122.00,120.83,122.00,969960
ROS,20171215,122.58,123.83,114.08,114.08,3903110
ROS,20171214,122.25,127.50,121.83,122.58,1405940
ROS,20171213,121.67,121.92,121.00,121.83,1319630
ROS,20171212,120.25,122.09,120.25,121.00,1042060
ROS,20171211,119.09,123.25,119.09,120.17,1498330
ROS,20171208,126.91,128.00,126.91,127.92,983580
ROS,20171207,125.83,127.08,125.83,126.83,921060
ROS,20171206,124.17,125.75,122.08,125.75,1902960
ROS,20171205,140.00,140.75,130.25,131.25,1338940
ROS,20171204,139.00,141.66,138.91,140.00,1973500
ROS,20171201,148.25,150.50,148.08,149.08,1145730
ROS,20171130,146.83,148.41,146.83,148.08,946550
ROS,20171129,146.91,150.00,146.75,146.83,1690110
ROS,20171128,156.67,158.34,156.42,157.58,1095280
ROS,20171127,155.25,156.50,155.25,156.42,914280
ROS,20171124,154.42,155.75,154.42,155.25,1183440
ROS,20171123,154.17,155.84,153.42,154.42,773470
ROS,20171122,152.33,156.67,152.17,153.42,869560
ROS,20171121,151.17,152.42,151.17,152.25,909250
ROS,20171120,151.25,151.67,149.75,151.17,1024990
ROS,20171117,150.41,151.75,150.25,151.67,1029570
ROS,20171116,150.67,151.25,148.34,150.33,755730
ROS,20171115,148.33,149.92,148.00,149.17,672980
ROS,20171114,146.75,149.58,146.75,148.00,1306850
ROS,20171113,145.83,149.58,145.00,146.75,984380
ROS,20171110,136.67,149.17,135.42,145.50,1081700
ROS,20171109,155.75,155.83,144.92,145.17,1205870
ROS,20171108,171.25,172.59,155.50,155.75,1053550
ROS,20171107,173.34,178.25,158.34,167.17,867430
ROS,20171106,180.84,181.67,166.92,166.92,1003840
ROS,20171103,171.67,178.59,167.17,178.42,1325840
ROS,20171102,178.16,187.50,166.91,166.92,776380
ROS,20171101,166.67,178.34,166.67,178.33,1465940
ROS,20171031,171.67,183.33,162.58,166.67,1063370
ROS,20171030,163.33,174.75,156.66,174.75,675620
ROS,20171027,158.33,163.50,155.00,163.33,1188240
ROS,20171026,135.83,153.33,135.83,152.83,1493370
ROS,20171025,135.84,143.59,127.50,143.33,1543240
ROS,20171024,118.42,134.42,118.42,134.42,1587540
ROS,20171023,117.83,125.83,110.00,125.67,2598650
ROS,20171020,110.08,117.75,102.66,117.75,4290470
ROS,20171019,102.92,110.09,102.84,110.08,4807320
ROS,20171018,96.33,102.92,96.33,102.92,2163520
ROS,20171017,95.92,96.33,95.83,96.25,1646130
ROS,20171016,95.25,95.84,95.25,95.75,1548650
ROS,20171013,94.67,95.25,94.58,95.17,1830190
ROS,20171012,94.08,94.58,94.08,94.50,1749530
ROS,20171011,93.50,94.09,93.50,94.00,1526540
ROS,20171010,93.08,93.50,92.91,93.42,1448460
ROS,20171009,92.33,92.92,92.33,92.83,1544960
ROS,20171006,91.84,92.34,91.75,92.25,1580860
ROS,20171005,91.33,91.75,91.08,91.67,1337890
ROS,20171004,90.42,91.09,90.42,91.00,1469530
ROS,20171003,89.91,90.50,89.91,90.42,1779090
ROS,20171002,89.33,89.92,89.33,89.83,1610380
ROS,20170929,89.17,89.34,88.75,89.25,1551950
ROS,20170928,88.16,88.75,88.16,88.67,1851930
